Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
29771103,"Biting the Hands that Feed Us: How Fewer, Smarter Laws Would Make Our Food System More Sustainable",Baylen J. Linnekin,"Linnekin, Baylen J.",,"=""1610916751""","=""9781610916752""",4,3.91,Island Press,Hardcover,280,2016,,2017/04/14,2017/04/27,,,read,"Well researched and easy to read. I didn't agree with all of the authors conclusions, but I appreciated the way that he presented them - as in ""here are some ideas and suggestions"", rather than ""here is the absolute solution and anything else is stupid"".<br/><br/>Highly recommend to people who are interested in knowing more about the food system and how we can go about getting fresh healthy food for all people in the country.",,,1,,,0,,,,,
29405093,The Girl with the Lower Back Tattoo,Amy Schumer,"Schumer, Amy",,"=""1501139886""","=""9781501139888""",4,3.76,Gallery Books,Hardcover,323,2016,2016,2017/04/29,2017/04/27,,,read,"I really enjoyed listing to Amy Schumer read the audiobook version of this, I think author read audiobooks are absolutely the way to go when comedians write about themselves. I knew from a little prior exposure that her brand of humor isn't my favorite but I was curious about the person behind the never ending vagina jokes and she doesn't disappoint.<br/><br/>The world is extremely harsh toward women, especially women who are trying to make something of themselves in a male dominated field, especially especially when said women give zero fucks about what everybody else thinks of them and they aren't endlessly kind and pretty. When she talked about the pressure of having to ""speak for all women"" with every little thing she did I could relate. That pressure is real and it sucks. I'm glad that she is out there being herself and I hope that more of the world will warm up to the idea that women can come is just as many diverse packages as men, and that a woman doing her thing is not trying to redefine what women are, she is just trying to be herself.<br/>",,,1,,,0,,,,,
14761587,How Should a Person Be? A Novel From Life,Sheila Heti,"Heti, Sheila",,"=""1770892486""","=""9781770892484""",2,3.19,House of Anansi,Paperback,306,2012,2010,2017/04/25,2017/04/27,,,read,,,,1,,,0,,,,,
26067678,The Queue,Basma Abdel Aziz,"Aziz, Basma Abdel",Elisabeth Jaquette,"=""1612195164""","=""9781612195162""",5,3.56,Melville House,Paperback,224,2016,2012,2017/04/24,2017/04/27,,,read,"I haven't read a book this fast since the last Harry Potter came out, I really couldn't put it down, even though I thought I probably should just to give myself time to absorb it properly. It's a look into a surreal (but all too familiar and real feeling) dystopian future inspired by the authors experience of growing up in Egypt.<br/><br/>If you do read the book there is a lovely interview with the woman who translated it to English that is a must read (but only after reading the book - it has tons of spoilers). It was fascinating to hear about the challenges she faced in translating specific Arabic phrases into something that would carry the same meaning in English. https://thenewinquiry.com/let-loose-your-tongue/",,,1,,,0,,,,,
25734304,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Douglas Rushkoff,"Rushkoff, Douglas",,"=""1617230170""","=""9781617230172""",4,3.88,Portfolio,Hardcover,288,2016,2016,,2017/02/20,,,read,,,,1,,,0,,,,,
13059271,The Top Five Regrets of the Dying: A Life Transformed by the Dearly Departing,Bronnie Ware,"Ware, Bronnie",,"=""""","=""""",0,3.69,,Kindle Edition,247,,2011,2016/04/09,2017/02/07,,,read,"This book was uncomfortable to read, and I guess that's why I'm glad that I read it. Parts of it made Bronnie Ware sound like an extreme crazy hippie, but I also felt like everything she shared was true. It was sweet and felt like a real persons genuine attempt to share what they know, and definitely not like something that was heavily edited and packaged to be a big hit with the public.",,,1,,,0,,,,,
30988092,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""006266364X""","=""9780062663641""",3,4.11,HarperAudio,Audiobook,6,2017,2017,2017/06/16,2017/02/04,,,read,Really fun collection of short stories from a master story teller - highly recommend the audiobook! Gaiman reads it himself and I also think these kind of tales were always intended to be passed on verbally.,,,1,,,0,,,,,
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""0062300547""","=""9780062300546""",0,3.98,Harper,Hardcover,264,2016,2016,,2017/02/04,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
22543496,Elon Musk: Inventing the Future,Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""""",3,4.25,Ecco,Hardcover,392,2015,2015,2017/01/30,2017/01/30,,,read,"What was good:<br/> * Deep dive into the growth and histories of Tesla, SpaceX, and Solar City (I don't read hackernews, geekwire, etc, so it was fun to binge catch up on this).<br/> * A new perspective on the challenges of being an engineer. Compared to people living in hand built shelters trying to launch a rocket I really couldn't decide between relief and jealously.<br/><br/>What I hoped to get out of the book was some insight into what it takes to make a business with an environmental or human focus. Musk's stated personal purpose is to help move the human race to a multi-planetary species, and to remove our dependence on fossil fuels. Two things that I fully support (though would emphasize in the opposite order).<br/><br/>What I really got was a lot of amusing (sometimes tiresome) hero worship of Musk, interspersed with interesting company history, and a few great quotes. I grow weary of the ""he's a jerk but he gets results"" persona in tech culture, but at the same time I did come away from the book with an appreciation for many of Musk's perspectives. As a former physicist I can appreciate his approach to solving problems from first principals, but as an empathetic human being I think he (and the tech culture at large) need to expand what we care about to include social issues that are harder to quantify and derive.<br/><br/>Fun quotes:<br/>""If the rules are such that you can't make progress then you have to fight the rules.""<br/>""I don't think we're doing a good job as a society deciding what things are really important to do""<br/>""The best minds of my generation are thinking about how to make people click ads. That sucks.""",,,1,,,0,,,,,
23215488,Speak,Louisa Hall,"Hall, Louisa",Suet Yee Chong,"=""0062391194""","=""9780062391193""",0,3.60,Ecco,Hardcover,336,2015,2015,,2017/01/28,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
25894085,Becoming Wise: An Inquiry into the Mystery and Art of Living,Krista Tippett,"Tippett, Krista",,"=""1594206805""","=""9781594206801""",4,4.23,Penguin Press,Hardcover,288,2016,2016,2017/02/02,2017/01/26,,,read,"I listened to the audiobook version, Krista Tippet read it herself and included original excerpts with the people she interviewed.<br/><br/>If I had know exactly how much religion and spirituality was in this book I probably wouldn't have picked it up, and I definitely would have missed out. I am horrified by things done in the name of religion, but not so naive as to think that religion hasn't also been at times an incredibly positive part of our collective history. I want the world to outgrow the kinds of faith that people use to harm others, but to retain the positive aspects of faith based teachings. I don't want the militant atheist world, one that so often discounts everything about how people feel and the possibility that what people believe actually matters.<br/><br/>Fun quotes:<br/> * I've come to think of virtues and rituals as spiritual technologies<br/> * Our cultural mode of debating issues by way of competing certainties<br/> * Dogmatic atheism is no more intellectually credible than dogmatic faith. Both presume a certainty in things unproven.<br/> * Longing is engineered. What if we actually were content with our lives? What if we actually knew this was paradise? It would be very hard to control us.",,,1,,,0,,,,,
18528093,Capitalism: A Ghost Story,Arundhati Roy,"Roy, Arundhati",,"=""1608463850""","=""9781608463855""",3,3.94,Haymarket Books,Paperback,136,2014,2014,2017/01/26,2017/01/22,,,read,"A few great things:<br/> * Challenged me to look at corporate philanthropy in a very different light. <br/> * Scratched the surface of WTF is going on in Kashmir<br/> * ""Do we need weapons to fight wars? Or do we need wars to create a market for weapons?""<br/><br/>This was an interesting short book; kind of a rough starting point for somebody who doesn't have a strong grasp of India (geography, history, or even little things like pronouncing names), but I did enjoy it and will be seeking out more by the author. I'm kind of embarrassed about the struggle with names, it's something I'm going to work on correcting, but keeping track of who is who in another language was harder than I expected.<br/><br/>",,,1,,,0,,,,,
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""0316921173""","=""9780316921176""",0,4.31,Back Bay Books,Paperback,1088,2005,1996,,2017/01/22,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,"Wallace, David Foster",,"=""0316068225""","=""9780316068222""",5,4.53,"Little, Brown and Company",Hardcover,138,2009,2009,2017/01/22,2017/01/20,,,read,"This is actually a short essay that was delivered as a commencement address, you can almost definitely find it around the internet instead of getting the book. And you should, it's a brilliant meditation on life and how to intentionally live it.",,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",0,4.36,Knopf Books for Young Readers,Hardcover,552,2006,2005,,2017/01/20,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
27845690,The Course of Love,Alain de Botton,"Botton, Alain de",,"=""0241145473""","=""9780241145470""",5,4.02,Hamish Hamilton,Hardcover,240,2016,2016,2017/01/18,2017/01/18,,,read,"Beautiful book. I wrote about my thoughts at more length <a href=""https://medium.com/@lashleigh/fluffy-love-things-c4a01777342a#.fv1btdxny"">over on medium</a>.",,,1,,,0,,,,,
3618,¡Ya Basta!: Ten Years of the Zapatista Uprising,Subcomandante Marcos,"Marcos, Subcomandante","Naomi Klein, Ziga Vodovnik, Noam Chomsky","=""1904859135""","=""9781904859130""",0,4.14,AK Press,Paperback,640,2004,1994,,2017/01/18,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
21971548,Compañeras: Zapatista Women's Stories,Hilary Klein,"Klein, Hilary",,"=""1609805879""","=""9781609805876""",0,4.30,Seven Stories Press,Paperback,384,2015,2015,,2017/01/18,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
433281,Racism without Racists: Color-Blind Racism and the Persistence of Racial Inequality in the United States,Eduardo Bonilla-Silva,"Bonilla-Silva, Eduardo",,"=""0742546861""","=""9780742546868""",0,4.20,Rowman & Littlefield Publishers,Paperback,288,2006,2003,,2017/01/17,"race-education, hold","race-education (#12), hold (#18)",hold,,,,0,,,0,,,,,
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",0,4.01,Tor Books,Hardcover,400,2014,2007,,2017/01/16,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
31142377,Program or Be Programmed: Ten Commands for a Digital Age,Douglas Rushkoff,"Rushkoff, Douglas",,"=""""","=""""",3,3.71,BetterListen,Audiobook,,2013,2010,2017/02/12,2017/01/14,,,read,"The points that Rushkoff makes here about technology resonated with my own observations of how tech has impacted me and the people around me. The importance of setting boundaries with our technology, not letting it become a distraction machine, giving our real life relationships precedent, are all things I completely agree with and I enjoyed seeing someones else's take on explaining why. <br/><br/>Rushkoff's thoughts also included historical details that I had not considered from previous tech revolutions (language, written word, printing press, broadcast media). The idea that the masses have always ended up at the mercy of an elite few: ""...while Renaissance kings maintained their monopoly over the printing presses by force, today's elite is depending on little more than our own disinterest."" Rushkoff thinks the few who will have undue sway now are the technologists and so it behooves everyone to learn something of programming. <br/><br/>What I didn't agree with was an argument he made about how being a programmer makes it easier to see how the systems of the world exist and influence each other. I know plenty of people who can't code that are extremely well versed in complex systems and plenty of programmers who still don't understand systemic racism.<br/><br/>Fun quotes:<br/> * Like the participants of media revolutions before our own, we have embraced the new technologies and literacies of our age without actually learning how they work and work on us.<br/> * Digital reduction yields maps. These maps are great for charting a course, but they are not capable of providing the journey. No matter how detailed or interactive the map gets, it cannot replace the territory.<br/> * We learn to socialize and make friends through interfaces and networks that may be more dedicated to finding a valid advertising model than helping us find one another.",,,1,,,0,,,,,
28587950,Time Travel: A History,James Gleick,"Gleick, James",,"=""0307908798""","=""9780307908797""",0,3.57,Pantheon Books,Hardcover,336,2016,2016,,2017/01/09,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
27430326,Black Hole Blues and Other Songs from Outer Space,Janna Levin,"Levin, Janna",,"=""1847921965""","=""9781847921963""",0,3.74,Bodley Head,Audiobook,256,2016,2016,,2017/01/09,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
28048,Hope in the Dark,Rebecca Solnit,"Solnit, Rebecca",,"=""1841956600""","=""9781841956602""",5,4.11,Canongate Books,Paperback,192,2005,2004,2017/01/16,2017/01/09,race-education,race-education (#13),read,Timeless collection of essays. Rebecca Solnit continues to introduce me to things that change my thinking entirely.,,,1,,,0,,,,,
13588385,There Was a Country: A Personal History of Biafra,Chinua Achebe,"Achebe, Chinua",,"=""1594204829""","=""9781594204821""",0,3.88,Penguin Press,Hardcover,352,2012,2012,,2017/01/09,hold,hold (#17),hold,,,,0,,,0,,,,,
17591945,"Hip Hop Family Tree, Vol. 1: 1970s-1981",Ed Piskor,"Piskor, Ed",,"=""1606996908""","=""9781606996904""",0,4.24,Fantagraphics,Paperback,112,2013,2013,,2017/01/09,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,"=""0062268341""","=""9780062268341""",0,3.81,Dey St.,Hardcover,329,2014,2014,,2017/01/09,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
25422234,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,"Carmon, Irin",Shana Knizhnik,"=""0062415832""","=""9780062415837""",0,4.22,Dey Street Books,Hardcover,227,2015,2015,,2017/01/09,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
1243498,Making Shapely Fiction,Jerome Stern,"Stern, Jerome",,"=""039332124X""","=""9780393321241""",0,3.91,W. W. Norton  Company,Paperback,288,2000,1991,,2017/01/09,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
11206,In the Time of the Butterflies,Julia Alvarez,"Alvarez, Julia",,"=""0452274427""","=""9780452274426""",0,4.13,Plume,Paperback,324,1995,1994,,2017/01/08,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
315882,Henry's Freedom Box: A True Story from the Underground Railroad,Ellen Levine,"Levine, Ellen",Kadir Nelson,"=""043977733X""","=""9780439777339""",5,4.46,Scholastic Press,Hardcover,40,2007,2007,2016/01/08,2017/01/08,race-education,race-education (#1),read,"One of my friends shared a list of ""Honest books about slavery young people should actually read"", I was saddened that not a single one of them was familiar to me and set out to correct that. This one was especially powerful and is a book I plan to make sure all of my young nieces and nephews get exposed to. I think there are many people in the world who can't even conceive of how messed up and cruel slave trade really is, and it is only by facing that reality in our past that we can ensure people work against it going forward.<br/><br/>My standard public education was a total joke when it came to race, there was so much I learned from children's books this year that was never mentioned in the official history texts. But it is a long time since I was out of school, and the statue of limitations for blaming my schooling has worn out, from now I will embrace the responsibility of educating myself on the histories of marginalized people.",,,1,,,0,,,,,
8139824,"Dave the Potter: Artist, Poet, Slave",Laban Carrick Hill,"Hill, Laban Carrick",Bryan Collier,"=""031610731X""","=""9780316107310""",4,4.11,"Little, Brown Books for Young Readers",Hardcover,40,2010,2010,2016/02/12,2017/01/08,race-education,race-education (#2),read,,,,1,,,0,,,,,
8062379,Creating a Forest Garden: Working with Nature to Grow Edible Crops,Martin Crawford,"Crawford, Martin",,"=""1900322625""","=""9781900322621""",4,4.36,UIT Cambridge Ltd.,Hardcover,384,2010,2010,2016/12/24,2017/01/08,,,read,What a resource! Hopefully someday I'll actually have the space to revisit this book and put some of the advice to use. I still really enjoyed reading about the design elements of intentional forestry for food production and all of the notes on plants familiar and obscure. There are many new things I'll be on the lookout for at the farmers markets.,,,1,,,0,,,,,
9346907,Bioshelter Market Garden: A Permaculture Farm,Darrell Frey,"Frey, Darrell",,"=""0865716781""","=""9780865716780""",0,3.75,New Society Publishers,Paperback,480,2011,2011,,2017/01/08,skimmed,skimmed (#5),skimmed,,,,0,,,0,,,,,
22180819,"The Tao of Vegetable Gardening: Cultivating Tomatoes, Greens, Peas, Beans, Squash, Joy, and Serenity",Carol Deppe,"Deppe, Carol",,"=""1603584870""","=""9781603584876""",4,4.00,Chelsea Green Publishing Company,Paperback,288,2015,2014,2017/01/05,2017/01/08,,,read,"I became a huge fan of Carol Deppe after happening across a copy of ""Breed Your Own Vegetable Varieties"" - why I picked that book up off the library shelf I can't really say, vegetable breeding was not something I was looking to do at the time. In The Tao she delivers more great advice about how to grow food, but more precious (and a reason why folks who don't even plan to garden may want to give this a read) are her anecdotes about life, history, and the role of food production in civilizations. ",,,1,,,0,,,,,
7519640,War,Sebastian Junger,"Junger, Sebastian",,"=""0446556246""","=""9780446556248""",0,4.22,Twelve,Hardcover,304,2010,2010,,2016/12/30,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,"Egan, Timothy",,"=""0618773479""","=""9780618773473""",0,4.04,Mariner Books,Paperback,312,2006,2006,,2016/12/29,abandoned,abandoned (#18),abandoned,,,,0,,,0,,,,,
71642,"New and Selected Poems, Vol. 1",Mary Oliver,"Oliver, Mary",,"=""0807068780""","=""9780807068786""",5,4.52,Beacon Press,Hardcover,272,2004,1992,2016/11/01,2016/12/29,,,read,"There are plenty of her poems that I don't really get, but then one will come along and just blow me away. If you appreciate the natural world (or would like to) reading Mary Oliver is a good idea.",,,1,,,0,,,,,
16248196,The Art of Thinking Clearly,Rolf Dobelli,"Dobelli, Rolf",,"=""0062219685""","=""9780062219688""",2,3.80,Harper,Hardcover,384,2013,2011,2016/12/16,2016/12/29,,,read,"This book is a giant listicle. One hundred interesting or noteworthy mental traps that people fall into. I had the audiobook version and listened to it while riding the bus, it was ok, but I seriously doubt I would have read the book if the audiobook wasn't an option. I was already familiar with most of the stories he told and I feel that other authors had covered them better and with less arrogance. If you are interested in this kind of content I'd highly recommend checking out ""Thinking, Fast and Slow"" instead.",,,1,,,0,,,,,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",0,3.92,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2016/12/28,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
28449076,"The Witches: Salem, 1692",Stacy Schiff,"Schiff, Stacy",,"=""031620059X""","=""9780316200592""",0,3.12,Back Bay Books,Paperback,512,2016,2015,,2016/12/21,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",0,4.12,Broadway Books,Paperback,452,2014,2014,,2016/12/21,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
20763766,Information Doesn't Want to Be Free: Laws for the Internet Age,Cory Doctorow,"Doctorow, Cory",,"=""1940450284""","=""9781940450285""",4,4.04,McSweeney's,Hardcover,192,2014,2014,2016/12/17,2016/12/18,,,read,Great refresher on the state of information security and why it matters. The audiobook is read by Will Wheaton.,,,1,,,0,,,,,
25898173,The Home That Was Our Country: A Memoir of Syria,Alia Malek,"Malek, Alia",,"=""1568585322""","=""9781568585321""",0,4.13,Nation Books,Hardcover,334,2017,2016,,2016/12/16,hold,hold (#16),hold,,,,0,,,0,,,,,
8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",5,4.39,Random House,Hardcover,473,2010,2010,2016/12/10,2016/12/13,,,read,"Wow! What a story, I couldn't put it down. The audibook version was really well done, I flipped between audio and paper and enjoyed it both ways. If you enjoy good stories and learning things about World War II this is a must read.",,,1,,,0,,,,,
30075802,The Princess Saves Herself in this One,Amanda Lovelace,"Lovelace, Amanda",,"=""1532913680""","=""9781532913686""",0,3.98,CreateSpace,Paperback,156,2016,2016,,2016/12/09,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
22245334,"The Utopia of Rules: On Technology, Stupidity, and the Secret Joys of Bureaucracy",David Graeber,"Graeber, David",,"=""1612193749""","=""9781612193748""",4,4.01,Melville House,Hardcover,261,2015,2013,2017/08/01,2016/12/09,,,read,"I enjoy David Graber for the same reason I enjoy many good writer's, they point out things I've been living with but hadn't really noticed before. Prime example below, also I highly recommend his phenomenal essay on comic book superheros, it was included at the end of this book or can be found online <a href=""http://dedicto.com/wordpress1/dde/2012/10/28/batman-constituent-power/"">here</a>.<br/><br/><br/><blockquote><br/>Consider the ATM. In the last thirty years, I can't remember a single occasion in which I have asked an ATM for money and gotten an incorrect amount. Nor have I been able to find anyone I know who can. This is so true that in the wake of the 2000 U.S. presidential elections, when the public was being regaled with statistics on the 2.8 percent degree of error expected from this type of voting machine, or the 1.5 percent expected from that, some had the temerity to point out that in a country that defines itself as the world's greatest democracy, where elections are our very sacrament, we seem to just accept that voting machines will regularly miscount the vote, while every day hundreds of millions of ATM transactions take place with an overall zero percent rate of error.<br/><br/>What does this say about what really matters to Americans as a nation?<br/></blockquote>",,,1,,,0,,,,,
10115296,"The Pun Also Rises: How the Humble Pun Revolutionized Language, Changed History, and Made Wordplay More Than Some Antics",John Pollack,"Pollack, John",,"=""1592406238""","=""9781592406234""",0,3.67,Gotham,Hardcover,240,2011,2011,,2016/12/08,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
163462,Epitaph for a Peach: Four Seasons on My Family Farm,David Mas Masumoto,"Masumoto, David Mas",,"=""0062510258""","=""9780062510259""",4,3.93,HarperOne,Paperback,256,1996,1995,2016/11/27,2016/11/29,race-education,race-education (#11),read,"A book about food was perfect for Thanksgiving break! I grew up on a farm and was back home visiting and talking about the future of agriculture when I started reading. This book is a lovely meditation on the trials and tribulations for the small(ish) farming families, I have a whole new appreciation for the peaches and raisins that I enjoy.<br/><br/>I learned about this book from reading The Third Plate where the Masumoto peach makes an appearance.<br/><br/>",,,1,,,0,,,,,
18667790,The Third Plate: Field Notes on the Future of Food,Dan Barber,"Barber, Dan",,"=""1594204071""","=""9781594204074""",5,4.22,Penguin Press,Hardcover,496,2014,2014,2016/11/27,2016/11/15,,,read,I would rank this as one of the most education and enjoyable books I've ever read. Highly recommend to anybody who eats.,,,1,,,0,,,,,
23705512,You're Never Weird on the Internet (Almost),Felicia Day,"Day, Felicia",Joss Whedon,"=""1476785651""","=""9781476785653""",5,4.14,Touchstone,Hardcover,272,2015,2015,2016/11/11,2016/11/07,,,read,"Fantastic memoir. Felicia Day has had a broad range of life experiences and she speaks (I listened to the audiobook) so honestly about them. There are parts where she continues to be overly hard on herself or critical of small things (we get it, you were home schooled) but I found them to be charming, it really felt like her voice came through in the book, as opposed to books that feel overly edited to remove some of these edges.<br/><br/>I especially appreciated her chapter on gamergate because I still hadn't really understood what that was about.",,,1,,,0,,,,,
17333324,Ancillary Justice (Imperial Radch #1),Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.97,Orbit,Paperback,386,2013,2013,2015/04/07,2016/11/07,,,read,,,,1,,,0,,,,,
21418013,"Lock In (Lock In, #1)",John Scalzi,"Scalzi, John",,"=""0765375869""","=""9780765375865""",0,3.85,Tor Books,Hardcover,336,2014,2014,2015/09/07,2016/11/07,,,read,,,,1,,,0,,,,,
18078311,Letters of Note: An Eclectic Collection of Correspondence Deserving of a Wider Audience,Shaun Usher,"Usher, Shaun",,"=""1782112235""","=""9781782112235""",0,4.36,Canongate Unbound,Hardcover,384,2013,2013,,2016/11/07,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
18526648,The Oldest Living Things in the World,Rachel Sussman,"Sussman, Rachel","Carl Zimmer, Hans Ulrich Obrist","=""022605750X""","=""9780226057507""",0,4.20,University Of Chicago Press,Hardcover,269,2014,2014,,2016/11/07,skimmed,skimmed (#4),skimmed,,,,0,,,0,,,,,
20344868,The Encyclopedia of Trouble and Spaciousness,Rebecca Solnit,"Solnit, Rebecca",,"=""1595341986""","=""9781595341983""",5,4.06,Trinity University Press,Hardcover,334,2014,2014,2016/12/18,2016/11/07,,,read,"Very interesting essay collection, highly recommend.",,,1,,,0,,,,,
13588404,A Thousand Mornings,Mary Oliver,"Oliver, Mary",,"=""1594204772""","=""9781594204777""",4,4.19,Penguin Press,Hardcover,82,2012,2012,2016/11/04,2016/11/07,,,read,"I read this on the airplane on my way to attend the funeral of a dear man. Poetry seemed like the right thing at the time though I don't know if he cared for poetry or not. One thing I do know is that he and Mary Oliver were kindred spirits who never met, with a shared appreciation for the depth of beauty in this world when people slow down and notice it.<br/><br/>My three favorites in the book are ""Good bye fox"", ""Three things to remember"" and ""Extending the airport runway"" but it was lovely in its entirety.<br/><br/><pre><br/><b>Three things to remember</b><br/><br/>As long as you're dancing, you can<br/>   break the rules.<br/>Sometimes breaking the rules is just<br/>   extending the rules.<br/><br/>Sometimes there are no rules.<br/></pre><br/>",,,1,,,0,,,,,
18528190,Men Explain Things to Me,Rebecca Solnit,"Solnit, Rebecca",,"=""1608463869""","=""9781608463862""",5,3.92,Haymarket Books,Paperback,130,2014,2014,2016/12/29,2016/11/07,,,read,"Fantastic collection of essays. I got my first taste of Rebecca Solnit from the site brainpickings, I expect I'll spend a chunk of 2017 reading everything Solnit has written. Her writing style is powerful, thoughtful, and information dense. I love it.",,,1,,,0,,,,,
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""1439107955""","=""9781439107959""",0,4.29,Scribner,Hardcover,571,2010,2010,,2016/11/07,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
24972194,On the Move: A Life,Oliver Sacks,"Sacks, Oliver",,"=""0385352549""","=""9780385352543""",5,4.03,Knopf,Hardcover,397,2015,2015,2016/10/25,2016/11/02,,,read,This is a new all time favorite book for me. He had such an inspiring and diverse life and I loved getting to experience a slice of it. <br/><br/>I'm addicted to inspirational quotes and this book gave me so many new ones!,,,1,,,0,,,,,
7258237,Plenitude: The New Economics of True Wealth,Juliet B. Schor,"Schor, Juliet B.",Karen  White,"=""1594202540""","=""9781594202544""",0,3.57,Penguin Press,Hardcover,272,2010,2010,,2016/11/02,abandoned,abandoned (#16),abandoned,,,,0,,,0,,,,,
18730154,"My Drunk Kitchen: A Guide to Eating, Drinking, and Going with Your Gut",Hannah Hart,"Hart, Hannah",,"=""0062293036""","=""9780062293039""",0,3.99,Dey Street Books,Hardcover,240,2014,2014,,2016/11/02,skimmed,skimmed (#3),skimmed,,,,0,,,0,,,,,
25776682,The Abundance: Narrative Essays Old and New,Annie Dillard,"Dillard, Annie",,"=""0062433016""","=""9780062433015""",0,4.07,Ecco,ebook,304,2016,2016,2016/09/13,2016/11/02,,,read,,,,1,,,0,,,,,
83988,Once Upon a Quinceanera: Coming of Age in the USA,Julia Alvarez,"Alvarez, Julia",,"=""0670038733""","=""9780670038732""",5,3.39,Viking Adult,Hardcover,288,2007,2007,2016/10/12,2016/11/02,race-education,race-education (#10),read,"This book was so many things; historical and autobiographical. I thought it was beautifully done. Some reviewers seemed disappointed that Alvarez tried to cover so much ground in one volume, but I thought it added depth and really enjoyed getting a sense of the person behind the research. We are all biased and by showing more of who she was I felt Alvarez was inviting us to understand her own biases.<br/><br/>Side note I listened to this as an audiobook and it had great narration.",,,1,,,0,,,,,
20787425,Reinventing Organizations: A Guide to Creating Organizations Inspired by the Next Stage of Human Consciousness,Frederic Laloux,"Laloux, Frederic",Ken Wilber,"=""""","=""""",0,4.34,Nelson Parker,Kindle Edition,382,2014,2014,,2016/11/01,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
13330771,Hallucinations,Oliver Sacks,"Sacks, Oliver",,"=""0307957241""","=""9780307957245""",0,3.85,Knopf,Hardcover,326,2012,1995,,2016/10/29,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
14456,Awakenings,Oliver Sacks,"Sacks, Oliver",,"=""0375704051""","=""9780375704055""",0,4.08,Vintage,Paperback,464,1999,1973,,2016/10/29,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
428157,The Mind of a Mnemonist: A Little Book about a Vast Memory,Alexander R. Luria,"Luria, Alexander R.",Jerome Bruner,"=""0674576225""","=""9780674576223""",0,4.02,Harvard University Press,Paperback,192,1987,1968,,2016/10/29,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
